Date;Heure;Dept;Com;Adresse;Code postal;Carr;Segm;Lieu 1 NomV;Lieu 2 NomV;Véhicule 1 Cadmin;Véhicule 1 LVeh;Véhicle 2 CAdmin;Véhicule 2 LVeh;Véhicule 3 CAdmin;Véhicule 3 LVeh;Usager 1 CatU;Usager 1 Grav;Usager 1 Lveh;Usager 2 CatU;Usager 2 Grav;Usager 2 Lveh;Usager 3 CatU;Usager 3 Grav;Usager 3 Lveh;Usager 4 CatU;Usager 4 Grav;Usager 4 Lveh;Coordonnées
2013-10-10;17:35;75;111;8, PLACE LEON BLUM;75111;1_75111_9843;;PLACE LEON BLUM;RUE CAMILLE DESMOULINS;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.858446, 2.380445
2013-07-12;04:00;75;111;79, AVENUE DE LA REPUBLI;75111;1_75111_9846;;AVENUE DE LA REPUBLIQUE;RUE SAINT HUBERT;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864302, 2.380408
2012-04-10;20:55;75;111;138, RUE DE LA ROQUETTE;75111;1_75111_9855;;RUE DE LA ROQUETTE;BOULEVARD VOLTAIRE;Moto>125;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.857791, 2.381149
2012-10-26;06:10;75;111;130, BOULEVARD VOLTAIRE;75111;1_75111_9855;;BOULEVARD VOLTAIRE;RUE DE LA ROQUETTE;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.857469, 2.380349
2013-06-13;20:30;75;111;130, BOULEVARD VOLTAIRE;75111;1_75111_9855;;BOULEVARD VOLTAIRE;RUE DE LA ROQUETTE;VU;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857469, 2.380349
2012-10-07;15:20;75;111;103, RUE JEAN PIERRE TIM;75111;1_75111_9859;;RUE JEAN PIERRE TIMBAUD;BOULEVARD DE BELLEVILLE;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.868892, 2.380306
2013-02-16;18:05;75;111;115, RUE DE LA ROQUETTE;75111;1_75111_9938;;RUE DE LA ROQUETTE;RUE AUGUSTE LAURENT;Scoo<=50;A;VL;B;;;Pass;BL;A;Cond;Indem;A;Cond;Indem;B;;;;48.858016, 2.381499
2012-07-06;11:00;75;111;148, BOULEVARD VOLTAIRE;75111;1_75111_9993;;BOULEVARD VOLTAIRE;RUE MERCOEUR;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.85638, 2.382166
2012-02-13;21:12;75;111;RUE DU FAUBOURG SAINT AN;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.850992, 2.379787
2012-12-29;10:05;75;111;55, RUE DU FAUBOURG SAIN;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;VL;A;Scoo>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.852141, 2.373206
2013-06-25;16:00;75;111;89, RUE DU FAUBOURG SAIN;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;Bicy;B;VL;Z;;;Cond;BH;B;;;;;;;;;;48.85164, 2.37514
2013-05-18;21:55;75;111;175, RUE DU FAUBOURG SAI;75111;;;RUE DU FAUBOURG SAINT ANTOINE;;VL;A;Scoo<=50;B;;;Cond;BL;B;Pass;BL;B;Cond;Indem;A;;;;48.850538, 2.380801
2012-03-19;16:05;75;111;94, AVENUE LEDRU ROLLIN;75111;;;AVENUE LEDRU ROLLIN;;Scoo<=50;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.851618, 2.37639
2013-03-10;16:31;75;111;71, RUE DU CHEMIN VERT;75111;;;RUE DU CHEMIN VERT;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.860312, 2.378502
2012-03-16;09:35;75;111;03, RUE SAINT AMBROISE;75111;;;RUE SAINT AMBROISE;;VL;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;;48.862349, 2.377731
2013-11-26;12:50;75;111;BOULEVARD BEAUMARCHAIS;75111;;;BOULEVARD BEAUMARCHAIS;;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.857276, 2.368396
2013-02-03;17:40;75;111;121, RUE DE LA ROQUETTE;75111;;;RUE DE LA ROQUETTE;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.858221, 2.382271
2013-04-20;16:25;75;111;137, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.856089, 2.383317
2013-06-27;12:40;75;111;89, RUE DE LA ROQUETTE;75111;;;RUE DE LA ROQUETTE;;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.857216, 2.378802
2013-05-27;11:30;75;111;10, RUE DU COMMANDANT LA;75111;;;RUE DU COMMANDANT LAMY;;Bicy;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.856251, 2.3738
2013-09-14;01:50;75;111;52, RUE GODEFROY CAVAIGN;75111;;;RUE GODEFROY CAVAIGNAC;;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.857053, 2.380047
2012-12-17;07:45;75;111;170, AVENUE LEDRU ROLLIN;75111;;;AVENUE LEDRU ROLLIN;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.856988, 2.37961
2012-05-09;22:35;75;111;123, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;Bicy;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.856898, 2.38196
2013-11-07;17:35;75;111;134, BOULEVARD VOLTAIRE;75111;;;BOULEVARD VOLTAIRE;;Bicy;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.857019, 2.381105
2012-11-29;23:20;75;111;25, BOULEVARD RICHARD LE;75111;;;BOULEVARD RICHARD LENOIR;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.857089, 2.370476
2013-12-07;03:55;75;111;67, BOULEVARD DE BELLEVI;75111;;;BOULEVARD DE BELLEVILLE;;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;Pass;BL;A;;;;48.870402, 2.378465
2012-04-08;21:10;75;116;101, BOULEVARD MURAT;75116;1_75116_202;;BOULEVARD MURAT;PLACE DU GENERAL STEFANIK;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.839863, 2.256586
2012-02-10;07:10;75;116;97, BOULEVARD MURAT;75116;1_75116_202;;BOULEVARD MURAT;RUE DU GENERAL DELESTRAINT;VU;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.840301, 2.256494
2013-10-28;06:45;75;116;PLACE CHARLES DE GAULLE;75116;1_75116_2039;;PLACE CHARLES DE GAULLE;AVENUE KLEBER;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.873377, 2.295581
2013-10-04;22:10;75;116;PLACE DE LA PORTE DE SAI;75116;1_75116_204;;PLACE DE LA PORTE DE SAINT CLOUD;AVENUE DE LA PORTE DE SAINT CLOUD;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.838086, 2.257597
2013-02-09;16:10;75;116;PLACE DE LA PORTE DE SAI;75116;1_75116_204;;PLACE DE LA PORTE DE SAINT CLOUD;AVENUE DE LA PORTE DE SAINT CLOUD;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.838086, 2.257597
2012-03-22;20:30;75;116;56, AVENUE D IENA;75116;1_75116_2146;;AVENUE D IENA;RUE DE BASSANO;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.867816, 2.296056
2012-09-26;19:30;75;116;PLACE DE LA PORTE D AUTE;75116;1_75116_215;;PLACE DE LA PORTE D AUTEUIL;AVENUE DU GENERAL SARRAIL;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.848637, 2.258604
2012-10-09;13:30;75;116;26, AVENUE DE NEW YORK;75116;1_75116_2165;;AVENUE DE NEW YORK;RUE DE LA MANUTENTION;Scoo50-125;A;Scoo50-125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.863333, 2.295923
2012-02-19;08:55;75;116;109, BOULEVARD MURAT;75116;1_75116_217;;BOULEVARD MURAT;PLACE DE LA PORTE DE SAINT CLOUD;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.838927, 2.256858
2012-08-11;15:55;75;116;12, AVENUE PIERRE 1ER DE;75116;1_75116_2186;;AVENUE PIERRE 1ER DE SERBIE;RUE DE GALLIERA;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.866124, 2.296885
2012-05-06;10:15;75;116;71, AVENUE MARCEAU;75116;1_75116_2267;;AVENUE MARCEAU;RUE GALILEE;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.870947, 2.297181
2013-04-29;15:05;75;116;55, RUE MOLITOR;75116;1_75116_228;;RUE MOLITOR;BOULEVARD MURAT;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.845248, 2.257809
2013-11-20;18:40;75;116;039, AVENUE MARCEAU;75116;1_75116_2379;;AVENUE MARCEAU;RUE DE CHAILLOT;Moto>125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.869027, 2.298115
2012-12-21;04:10;75;116;232, AVENUE DE VERSAILLE;75116;1_75116_241;;AVENUE DE VERSAILLES;RUE GUDIN;VL;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.838283, 2.257899
2012-11-23;14:40;75;116;1, PLACE DE LA PORTE D A;75116;1_75116_265;;PLACE DE LA PORTE D AUTEUIL;BOULEVARD SUCHET;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.848637, 2.258604
2012-05-29;20:15;75;116;ALLEE DE LONGCHAMP;75116;1_75116_267;;ALLEE DE LONGCHAMP;ROUTE DES LACS A MADRID;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.866022, 2.246252
2013-07-31;18:55;75;116;BOULEVARD MURAT;75116;1_75116_276;;BOULEVARD MURAT;RUE GUDIN;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.840163, 2.259982
2012-07-12;21:35;75;116;PLACE DE LA PORTE D AUTE;75116;1_75116_278;;PLACE DE LA PORTE D AUTEUIL;BOULEVARD EXELMANS;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.848637, 2.258604
2012-07-14;22:55;75;116;62, RUE MICHEL ANGE;75116;1_75116_291;;RUE MICHEL ANGE;BOULEVARD EXELMANS;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;Pass;BL;A;;;;48.843429, 2.260244
2012-05-19;16:55;75;116;RUE ERLANGER;75116;1_75116_304;;RUE ERLANGER;RUE MOLITOR;Cyclo;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.846126, 2.261056
2012-03-03;17:55;75;116;34 BIS, RUE MOLITOR;75116;1_75116_354;;RUE MOLITOR;RUE MICHEL ANGE;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.845355, 2.261443
2012-10-23;10:25;75;116;37, RUE CLAUDE TERRASSE;75116;1_75116_362;;RUE CLAUDE TERRASSE;RUE CHARLES TELLIER;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.838347, 2.261917
2013-10-11;14:10;75;116;AVENUE DU MAHATMA GANDHI;75116;1_75116_367;;AVENUE DU MAHATMA GANDHI;ROUTE DE LA MUETTE A NEUILLY;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.876793, 2.266568
2013-05-31;10:10;75;116;RUE RAFFET;75116;1_75116_375;;RUE RAFFET;BOULEVARD DE MONTMORENCY;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.851722, 2.264633
2013-05-06;13:50;75;116;55, BOULEVARD SUCHET;75116;1_75116_393;;BOULEVARD SUCHET;SQUARE HENRY BATAILLE;VL;A;Scoo<=50;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.852205, 2.261419
2012-05-28;14:34;75;116;31, BOULEVARD EXELMANS;75116;1_75116_419;;BOULEVARD EXELMANS;RUE CHARDON LAGACHE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.841131, 2.263857
2013-12-08;07:50;75;120;0, RUE D AVRON;75120;1_75120_11638;;RUE D AVRON;RUE TOLAIN;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.852389, 2.404333
2013-05-28;17:00;75;120;RUE FLORIAN;75120;1_75120_11655;;RUE FLORIAN;RUE GALLERON;Voi;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859115, 2.403652
2012-04-06;13:05;75;120;74, RUE BELGRAND;75120;1_75120_11656;;RUE BELGRAND;RUE MARTIN GAROT;VL;A;VL;Z;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.864471, 2.407031
2012-12-07;18:00;75;120;93, RUE PELLEPORT;75120;1_75120_11666;;RUE PELLEPORT;NON DENOMMEE DU/20;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869799, 2.399869
2013-12-20;23:18;75;120;2, RUE DU CAPITAINE FERB;75120;1_75120_11666;;RUE DU CAPITAINE FERBER;RUE PELLEPORT;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864377, 2.404427
2013-01-22;09:00;75;120;15, CITE CHAMPAGNE;75120;1_75120_11669;;CITE CHAMPAGNE;IMPASSE DE LA PROVIDENCE;VU;A;VL;Z;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.853431, 2.404397
2013-07-31;12:15;75;120;0, RUE BELGRAND;75120;1_75120_11684;;RUE BELGRAND;RUE DU CAPITAINE FERBER;Moto50-125;A;VL;B;;;Cond;Indem;B;Cond;BH;A;;;;;;;48.864637, 2.404606
2013-10-25;14:05;75;120;203, AVENUE GAMBETTA;75120;1_75120_11697;;AVENUE GAMBETTA;RUE HENRI DUBOUILLON;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.873053, 2.404764
2012-04-11;21:30;75;120;115, RUE DES PYRENEES;75120;1_75120_11701;;RUE DES PYRENEES;RUE DES HAIES;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.856391, 2.404661
2012-04-19;09:45;75;120;229, AVENUE GAMBETTA;75120;1_75120_11748;;AVENUE GAMBETTA;RUE DES TOURELLES;VU;A;;;;;Cond;Indem;A;Piéto;Tué;A;;;;;;;48.874697, 2.405421
2012-07-13;16:40;75;120;75, RUE DES PYRENEES;75120;1_75120_11760;;RUE DES PYRENEES;VILLA DES PYRENEES;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.853332, 2.40577
2012-08-10;18:00;75;120;RUE DU CLOS;75120;1_75120_11761;;RUE COURAT;RUE DES ORTEAUX;Bicy;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.857104, 2.40683
2013-12-06;19:10;75;120;44, RUE SAINT BLAISE;75120;1_75120_11762;;RUE SAINT BLAISE;RUE VITRUVE;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.858795, 2.405952
2012-04-05;17:40;75;120;17, RUE BELGRAND;75120;1_75120_11765;;RUE BELGRAND;RUE DE LA PY;VL;A;Scoo<=50;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.864712, 2.405794
2012-07-25;23:20;75;120;RUE BELGRAND;75120;1_75120_11765;;RUE BELGRAND;RUE DE LA PY;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864637, 2.404606
2012-02-10;08:10;75;120;27, RUE BELGRAND;75120;1_75120_11765;;RUE BELGRAND;RUE DE LA PY;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864698, 2.406236
2013-10-01;21:35;75;120;54, RUE BELGRAND;75120;1_75120_11765;;RUE BELGRAND;RUE DE LA PY;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.86453, 2.405525
2013-09-25;13:27;75;120;1, PLACE OCTAVE CHANUTE;75120;1_75120_11771;;PLACE OCTAVE CHANUTE;RUE DES MONTIBOEUFS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.866245, 2.405964
2012-08-24;11:00;75;120;65, RUE DES PYRENEES;75120;1_75120_11777;;RUE DES PYRENEES;RUE DU VOLGA;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.852617, 2.406078
2012-11-24;09:50;75;120;0, COURS DE VINCENNES;75120;1_75120_11783;;COURS DE VINCENNES;RUE DES PYRENEES;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.848057, 2.403886
2013-02-02;17:00;75;120;44, RUE DES PYRENEES;75120;1_75120_11784;;RUE DES PYRENEES;RUE DES GRANDS CHAMPS;Scoo50-125;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.851414, 2.406434
2013-02-06;10:35;75;120;0, AVENUE DE LA PORTE DE;75120;1_75120_11811;;AVENUE DE LA PORTE DES LILAS;BOULEVARD MORTIER;VL;A;VL;B;;;Cond;Indem;B;Pass;BL;A;Cond;Indem;A;;;;48.877463, 2.40803
2012-08-07;16:25;75;120;BOULEVARD MORTIER;75120;1_75120_11860;;BOULEVARD MORTIER;RUE DES TOURELLES;VL;A;VL;B;;;Cond;BL;B;Cond;BL;A;Pass;BL;B;;;;48.869538, 2.408615
2013-07-04;21:15;75;120;169, RUE DE BAGNOLET;75120;1_75120_11864;;RUE DE BAGNOLET;RUE DE LA PY;Scoo50-125;A;;;;;Cond;BL;A;Piéto;Indem;A;;;;;;;48.863689, 2.407433
2012-08-28;11:30;75;120;76, RUE DE LAGNY;75120;1_75120_11866;;RUE DE LAGNY;RUE DES MARAICHERS;Bicy;A;;;;;Cond;BH;A;;;;;;;;;;48.84895, 2.405906
2013-03-22;14:00;75;120;39, RUE DU CAPITAINE FER;75120;1_75120_11870;;RUE DU CAPITAINE FERBER;RUE ALPHONSE PENAUD;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.867533, 2.407906
2012-12-01;13:35;75;120;RUE DES GLAIEULS;75120;1_75120_11884;;AVENUE DE LA PORTE DES LILAS;RUE DES GLAIEULS;Scoo50-125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.854028, 2.402322
2012-09-15;21:30;75;120;BOULEVARD MORTIER;75120;1_75120_11907;;BOULEVARD MORTIER;RUE DE GUEBRIANT;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.869538, 2.408615
2012-11-10;21:05;75;120;PLACE DU MAQUIS DU VERCO;75120;1_75120_11921;;PLACE DU MAQUIS DU VERCORS;ECH LILAS-EX/20;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.877997, 2.409436
2012-11-05;00:10;75;120;60, BOULEVARD MORTIER;75120;1_75120_11943;;BOULEVARD MORTIER;RUE DE LA JUSTICE;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.868153, 2.409268
2013-04-21;00:40;75;120;1, RUE DU GENERAL NIESSE;75120;1_75120_11948;;RUE DU GENERAL NIESSEL;COURS DE VINCENNES;VL;Z;;;;;Troll;BL;Z;Troll;BL;Z;;;;;;;48.847861, 2.4091
2013-07-23;18:30;75;120;RUE DE LAGNY;75120;1_75120_11957;;RUE DE LAGNY;RUE DU GENERAL NIESSEL;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.84895, 2.405906
2013-07-09;14:25;75;120;RUE MOURAUD;75120;1_75120_11960;;RUE MOURAUD;RUE SAINT BLAISE;VU;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.855632, 2.408261
2013-08-08;19:35;75;120;1, PLACE DU MAQUIS DU VE;75120;1_75120_11971;;PLACE DU MAQUIS DU VERCORS;AVENUE DU DOCTEUR GLEY;Moto>125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.877997, 2.409436
2013-09-26;21:10;75;120;PORTE DES LILAS;75120;1_75120_11987;;BD PERIPHERIQUE INTERIEUR;ECH LILAS-EX/20;VL;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.877463, 2.40803
2012-08-10;09:40;75;120;6, AVENUE DE LA PORTE DE;75120;1_75120_11996;;AVENUE DE LA PORTE DE BAGNOLET;RUE LOUIS LUMIERE;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.877204, 2.407543
2013-08-12;04:55;75;120;RUE LOUIS LUMIERE;75120;1_75120_11996;;RUE LOUIS LUMIERE;AVENUE DE LA PORTE DE BAGNOLET;Bicy;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.859827, 2.411349
2012-04-05;16:35;75;120;PORTE DES LILAS;75120;1_75120_12002;;BD PERIPHERIQUE EXTERIEUR;ECH LILAS-EY/20;VL;A;Moto50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.877463, 2.40803
2012-05-14;09:30;75;120;BOULEVARD DAVOUT;75120;1_75120_12021;;AVENUE DE LA PORTE DE MONTREUIL;BOULEVARD DAVOUT;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.855522, 2.410201
2013-10-31;16:35;75;120;72, BOULEVARD DAVOUT;75120;1_75120_12021;;BOULEVARD DAVOUT;AVENUE DE LA PORTE DE MONTREUIL;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.85329, 2.410966
2013-10-11;09:20;75;120;BOULEVARD DAVOUT;75120;1_75120_12021;;BOULEVARD DAVOUT;AVENUE DE LA PORTE DE MONTREUIL;VU;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.855522, 2.410201
2012-02-06;12:16;75;120;68, BOULEVARD DAVOUT;75120;1_75120_12025;;BOULEVARD DAVOUT;RUE DU VOLGA;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.85296, 2.411025
2012-12-04;06:50;75;120;10, BOULEVARD DAVOUT;75120;1_75120_12060;;BOULEVARD DAVOUT;RUE DE LAGNY;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.84858, 2.411636
2013-07-31;18:00;75;120;25, BOULEVARD DAVOUT;75120;1_75120_12060;;BOULEVARD DAVOUT;RUE DE LAGNY;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.848947, 2.41111
2013-01-26;02:25;75;120;0, AVENUE DE LA PORTE DE;75120;1_75120_12079;;AVENUE DE LA PORTE DE MONTREUIL;RUE MARYSE HILSZ;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.877463, 2.40803
2012-07-31;19:39;75;120;7, RUE NOEL BALLAY;75120;1_75120_12083;;RUE NOEL BALLAY;SQUARE DU VAR;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.848004, 2.411734
2013-01-07;17:50;75;120;10, RUE LEON FRAPIE;75120;1_75120_12088;;RUE LEON FRAPIE;RUE PAUL MEURICE;Scoo<=50;A;;;;;Cond;BH;A;;;;;;;;;;48.873825, 2.412414
2012-09-07;09:20;75;120;BPI BAGNOLET MONTREUIL;75120;1_75120_12104;;BP PERIPHERIQUE INTERIEUR;ECH BAGNOLET-EW/20;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.853387, 2.410434
2012-10-27;20:05;75;120;0, AVENUE CARTELLIER;75120;1_75120_12104;;AVENUE CARTELLIER;ECH BAGNOLET-EW/20;VL;A;Moto50-125;B;;;Cond;BH;B;Cond;Indem;A;;;;;;;48.857828, 2.410849
2012-02-04;13:20;75;120;PORTE DE BAGNOLET;75120;1_75120_12120;;BD PERIPHERIQUE INTERIEUR;ECH BAGNOLET-EU/20;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864214, 2.40947
2013-05-30;21:00;75;120;0, AVENUE CARTELLIER;75120;1_75120_12124;;AVENUE CARTELLIER;ECH BAGNOLET-EN/20;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.857828, 2.410849
2013-10-22;06:10;75;120;PORTE DE BAGNOLET;75120;1_75120_12132;;BD PERIPHERIQUE INTERIEUR;ECH BAGNOLET-ER/20;PLRem;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864214, 2.40947
2013-11-13;06:30;75;120;PORTE DE BAGNOLET;75120;1_75120_12144;;BD PERIPHERIQUE INTERIEUR;ECH BAGNOLET-EW/20;Scoo50-125;A;PL>7,5;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.864214, 2.40947
2012-02-03;09:38;75;120;PORTE DE MONTREUIL;75120;1_75120_12171;;BD PERIPHERIQUE EXTERIEUR;ECH MONTREUIL-EG/20;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.853697, 2.414417
2013-03-18;00:17;75;120;BPE MONTREUIL BAGNOLET;75120;1_75120_12171;;BD PERIPHERIQUE EXTERIEUR;ECH MONTREUIL-EG/20;VL;A;VL;B;VL;C;Cond;BL;A;Cond;Indem;B;Cond;Indem;C;;;;
2013-07-19;12:15;75;120;PLACE DE LA PORTE DE MON;75120;1_75120_12187;;PLACE DE LA PORTE DE MONTREUIL;AVENUE DE LA PORTE DE MONTREUIL;VL;A;VL;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.853697, 2.414417
2012-01-18;14:15;75;120;PORTE DE VINCENNES;75120;1_75120_12194;;BD PERIPHERIQUE EXTERIEUR;ECH VINCENNES-ED/20;VL;A;VU;B;VU;C;Cond;BL;B;Cond;Indem;C;Cond;Indem;A;;;;48.847256, 2.413027
2013-09-20;16:20;75;120;BPI MONTREUIL VINCENNES;75120;1_75120_12195;;BD PERIPHERIQUE INTERIEUR;ECH MONTREUIL-EF/20;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.848452, 2.399541
2012-03-23;14:30;75;120;122, BOULEVARD DE BELLEV;75120;1_75120_9639;;BOULEVARD DE BELLEVILLE;RUE LEMON;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.871609, 2.377813
2013-03-21;17:35;75;120;62, BOULEVARD DE BELLEVI;75120;1_75120_9891;;BOULEVARD DE BELLEVILLE;RUE DES COURONNES;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869373, 2.380736
2012-03-29;18:15;75;120;RUE DE TOURTILLE;75120;1_75120_9935;;RUE DE TOURTILLE;RUE BISSON;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871716, 2.380827
2012-06-16;08:25;75;120;01, RUE DES COURONNES;75120;;;RUE DES COURONNES;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.870525, 2.385621
2012-04-16;18:55;75;120;30, RUE DE BELLEVILLE;75120;;;RUE DE BELLEVILLE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872711, 2.379625
2013-05-27;09:10;75;120;16, RUE RAMPONEAU;75120;;;RUE RAMPONEAU;;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.871053, 2.379477
2013-11-07;16:15;75;120;14, BOULEVARD DE CHARONN;75120;;;BOULEVARD DE CHARONNE;;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.849076, 2.399494
