Date;Heure;Dept;Com;Adresse;Code postal;Carr;Segm;Lieu 1 NomV;Lieu 2 NomV;Véhicule 1 Cadmin;Véhicule 1 LVeh;Véhicle 2 CAdmin;Véhicule 2 LVeh;Véhicule 3 CAdmin;Véhicule 3 LVeh;Usager 1 CatU;Usager 1 Grav;Usager 1 Lveh;Usager 2 CatU;Usager 2 Grav;Usager 2 Lveh;Usager 3 CatU;Usager 3 Grav;Usager 3 Lveh;Usager 4 CatU;Usager 4 Grav;Usager 4 Lveh;Coordonnées
2012-02-22;06:00;75;110;132, BOULEVARD DE MAGENT;75110;1_75110_7329;;BOULEVARD DE MAGENTA;RUE DE MAUBEUGE;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.880876, 2.352195
2012-11-10;21:50;75;110;119, BOULEVARD DE MAGENT;75110;1_75110_7329;;BOULEVARD DE MAGENTA;RUE DE MAUBEUGE;VL;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.879857, 2.352602
2013-06-03;22:10;75;110;126, BOULEVARD DE MAGENT;75110;1_75110_7329;;BOULEVARD DE MAGENTA;PLACE DE ROUBAIX;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.880182, 2.352817
2013-05-11;13:20;75;110;125, BOULEVARD DE MAGENT;75110;1_75110_7329;;BOULEVARD DE MAGENTA;RUE DE MAUBEUGE;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.880313, 2.35212
2013-06-23;15:15;75;110;2, BOULEVARD DE BONNE NO;75110;1_75110_7369;;BOULEVARD DE BONNE NOUVELLE;RUE DU FAUBOURG SAINT DENIS;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.869972, 2.352475
2012-11-07;12:50;75;110;18, BOULEVARD SAINT DENI;75110;1_75110_7476;;BOULEVARD SAINT DENIS;PASSAGE DU PRADO;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.869628, 2.3536
2012-04-22;18:50;75;110;112, BOULEVARD DE MAGENT;75110;1_75110_7533;;BOULEVARD DE MAGENTA;RUE LA FAYETTE;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.878413, 2.354227
2013-10-08;20:05;75;110;18, BOULEVARD DE STRASBO;75110;1_75110_7639;;BOULEVARD DE STRASBOURG;PASSAGE DE L INDUSTRIE;Bicy;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870935, 2.355231
2012-09-11;18:00;75;110;20, BOULEVARD DE STRASBO;75110;1_75110_7652;;BOULEVARD DE STRASBOURG;PASSAGE BRADY;Bicy;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.871108, 2.355333
2012-05-16;20:05;75;110;43, BOULEVARD DE LA CHAP;75110;1_75110_7679;;BOULEVARD DE LA CHAPELLE;RUE DE MAUBEUGE;Bicy;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.883712, 2.351372
2013-11-06;00:25;75;110;1, RUE DU FAUBOURG SAINT;75110;1_75110_7687;;RUE DU FAUBOURG SAINT MARTIN;BOULEVARD SAINT MARTIN;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.869983, 2.352733
2013-12-27;20:45;75;110;81, BOULEVARD DE MAGENTA;75110;1_75110_7714;;BOULEVARD DE MAGENTA;RUE DU HUIT MAI 1945;Scoo<=50;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.876212, 2.355779
2012-12-10;15:15;75;110;37, RUE DE SAINT QUENTIN;75110;1_75110_7719;;RUE DE SAINT QUENTIN;RUE DE DUNKERQUE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.879629, 2.355848
2012-03-28;23:20;75;110;36, BOULEVARD DE STRASBO;75110;1_75110_7720;;BOULEVARD DE STRASBOURG;RUE DU CHATEAU D EAU;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.872393, 2.356211
2013-06-06;20:45;75;110;51, BOULEVARD DE STRASBO;75110;1_75110_7720;;BOULEVARD DE STRASBOURG;RUE DU CHATEAU D EAU;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.872542, 2.355834
2013-03-10;14:30;75;110;32, BOULEVARD DE STRASBO;75110;1_75110_7720;;BOULEVARD DE STRASBOURG;RUE DU CHATEAU D EAU;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871879, 2.355924
2012-10-08;13:10;75;110;63, BOULEVARD DE STRASBO;75110;1_75110_7775;;BOULEVARD DE STRASBOURG;PASSAGE DU DESIR;Scoo<=50;A;;;;;Piéto;BH;A;Cond;BL;A;Pass;BL;A;;;;48.873467, 2.35653
2013-05-21;16:05;75;110;61, BOULEVARD DE STRASBO;75110;1_75110_7775;;BOULEVARD DE STRASBOURG;PASSAGE DU DESIR;Moto50-125;A;;;;;Cond;BL;A;Pass;BL;A;Piéto;BL;A;;;;48.873341, 2.356277
2013-03-27;17:50;75;110;43, RUE DU FAUBOURG SAIN;75110;1_75110_7780;;RUE DU FAUBOURG SAINT MARTIN;RUE GUSTAVE GOUBLIER;Bicy;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.870879, 2.356506
2012-02-17;11:45;75;110;156, RUE LA FAYETTE;75110;1_75110_7837;;RUE LA FAYETTE;RUE DU FAUBOURG SAINT DENIS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.879241, 2.35694
2012-03-17;21:05;75;110;RUE LA FAYETTE;75110;1_75110_7837;;RUE LA FAYETTE;RUE DU FAUBOURG SAINT DENIS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.879974, 2.359533
2013-03-03;11:50;75;110;151, RUE LA FAYETTE;75110;1_75110_7837;;RUE LA FAYETTE;RUE DU FAUBOURG SAINT DENIS;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.879294, 2.356577
2013-01-05;07:35;75;110;659, RUE DU FAUBOURG SAI;75110;1_75110_7849;;RUE DU FAUBOURG SAINT DENIS;RUE DE DUNKERQUE;VL;A;VL;Z;;;Cond;BL;A;Pass;BL;A;Pass;BL;A;;;;
2012-12-07;16:50;75;110;65, RUE DU FAUBOURG SAIN;75110;1_75110_7850;;RUE DU FAUBOURG SAINT MARTIN;RUE DU CHATEAU D EAU;VL;A;;;;;Piéto;BL;A;Piéto;BL;A;Cond;Indem;A;;;;48.871859, 2.357195
2013-09-01;11:15;75;110;72, BOULEVARD DE STRASBO;75110;1_75110_7881;;BOULEVARD DE STRASBOURG;RUE SAINT LAURENT;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.875406, 2.357841
2012-10-03;14:20;75;110;93, BOULEVARD DE STRASBO;75110;1_75110_7896;;BOULEVARD DE STRASBOURG;RUE DU HUIT MAI 1945;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.876087, 2.357569
2013-03-05;21:15;75;110;4, RUE DU HUIT MAI 1945;75110;1_75110_7896;;RUE DU HUIT MAI 1945;BOULEVARD DE STRASBOURG;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.876132, 2.358628
2012-05-19;19:25;75;110;168, RUE LA FAYETTE;75110;1_75110_7932;;RUE LA FAYETTE;RUE DE L AQUEDUC;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.87972, 2.358801
2013-07-27;04:00;75;110;62, BOULEVARD DE MAGENTA;75110;1_75110_7940;;BOULEVARD DE MAGENTA;RUE DU FAUBOURG SAINT MARTIN;Bicy;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.873788, 2.358553
2013-10-31;20:45;75;110;160, RUE LA FAYETTE;75110;1_75110_7980;;RUE LA FAYETTE;RUE D ALSACE;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.879393, 2.357564
2012-12-09;14:45;75;110;52, BOULEVARD DE MAGENTA;75110;1_75110_7983;;BOULEVARD DE MAGENTA;RUE DES VINAIGRIERS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.873123, 2.359145
2013-11-01;20:15;75;110;51, BOULEVARD DE MAGENTA;75110;1_75110_7983;;BOULEVARD DE MAGENTA;RUE DES VINAIGRIERS;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.873205, 2.358755
2012-05-06;22:40;75;110;37, BOULEVARD DE LA CHAP;75110;1_75110_8042;;BOULEVARD DE LA CHAPELLE;RUE DU FAUBOURG SAINT DENIS;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.884247, 2.358986
2012-04-05;10:55;75;110;30, BOULEVARD DE MAGENTA;75110;1_75110_8133;;BOULEVARD DE MAGENTA;PLACE JACQUES BONSERGENT;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870602, 2.361404
2013-10-09;16:40;75;103;22, RUE SAINT GILLES;75103;1_75103_8567;;RUE SAINT GILLES;RUE VILLEHARDOUIN;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.858004, 2.365811
2012-01-15;18:00;75;103;91, BOULEVARD BEAUMARCHA;75103;1_75103_8732;;BOULEVARD BEAUMARCHAIS;RUE DES ARQUEBUSIERS;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.859387, 2.367369
2013-05-23;10:42;75;103;22, RUE BEAUBOURG;75103;;;RUE BEAUBOURG;;PL>7,5;A;Bicy;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.861309, 2.353615
2013-07-26;08:45;75;103;35, BOULEVARD SAINT MART;75103;;;BOULEVARD SAINT MARTIN;;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.864687, 2.355791
2013-09-29;19:10;75;103;37, BOULEVARD SAINT MART;75103;;;BOULEVARD SAINT MARTIN;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864701, 2.355719
2012-10-04;12:20;75;103;13, BOULEVARD SAINT MART;75103;;;BOULEVARD SAINT MARTIN;;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864539, 2.356727
2013-01-24;15:50;75;103;13, PLACE DE LA REPUBLIQ;75103;;;PLACE DE LA REPUBLIQUE;;Scoo>125;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.866976, 2.363483
2013-11-30;02:25;75;103;109, RUE QUINCAMPOIX;75103;;;RUE QUINCAMPOIX;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.863125, 2.351511
2012-08-06;12:42;75;103;18, RUE DU GRENIER SAINT;75103;;;RUE DU GRENIER SAINT LAZARE;;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;Pass;BL;B;48.862988, 2.353489
2013-04-17;14:45;75;103;3, BOULEVARD SAINT DENIS;75103;;;BOULEVARD SAINT DENIS;;Scoo>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.868973, 2.355035
2013-01-26;18:55;75;103;33, BOULEVARD BEAUMARCHA;75103;;;BOULEVARD BEAUMARCHAIS;;Moto>125;A;;;;;Cond;BH;A;Pass;BL;A;;;;;;;48.856008, 2.368183
2013-09-27;17:35;75;103;34, RUE DE TURENNE;75103;;;RUE DE TURENNE;;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857306, 2.364568
2013-10-26;18:20;75;104;16, QUAI DE GESVRES;75104;1_75104_6744;;QUAI DE GESVRES;PLACE DU CHATELET;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.857084, 2.347823
2013-10-09;01:10;75;104;10, BOULEVARD DE SEBASTO;75104;1_75104_6850;;BOULEVARD DE SEBASTOPOL;RUE DE RIVOLI;Bicy;A;VL;B;;;Cond;Indem;B;Cond;BH;A;;;;;;;48.859175, 2.348817
2013-03-31;06:40;75;104;RUE DE LA CITE;75104;1_75104_6871;;RUE DE LA CITE;QUAI DE LA CORSE;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.854671, 2.347632
2013-07-22;18:05;75;104;04, BOULEVARD DE SEBASTO;75104;1_75104_6873;;BOULEVARD DE SEBASTOPOL;RUE PERNELLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.860239, 2.349375
2012-09-02;03:15;75;104;QUAI DE GESVRES;75104;1_75104_6928;;QUAI DE GESVRES;RUE SAINT MARTIN;VU;A;VL;B;;;Cond;BL;A;Cond;BL;B;Pass;BL;A;Pass;BL;A;48.856671, 2.349171
2012-11-12;09:50;75;104;12, QUAI DE GESVRES;75104;1_75104_6928;;QUAI DE GESVRES;RUE SAINT MARTIN;VU;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.856917, 2.348673
2012-10-23;08:30;75;104;16 BIS, BOULEVARD DE SEB;75104;1_75104_6944;;BOULEVARD DE SEBASTOPOL;RUE DE LA REYNIE;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859789, 2.348995
2012-01-28;06:45;75;104;22, BOULEVARD DE SEBASTO;75104;1_75104_6973;;BOULEVARD DE SEBASTOPOL;RUE AUBRY LE BOUCHER;Cyclo;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.860376, 2.349485
2012-02-17;09:30;75;104;35, RUE DE RIVOLI;75104;1_75104_7078;;RUE DE RIVOLI;RUE DE LA TACHERIE;VU;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857722, 2.350291
2013-04-06;12:00;75;104;35, RUE DE RIVOLI;75104;1_75104_7078;;RUE DE RIVOLI;RUE SAINT BON;Scoo>125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.857722, 2.350291
2013-10-15;07:50;75;104;RUE AUBRY LE BOUCHER;75104;1_75104_7079;;RUE AUBRY LE BOUCHER;RUE QUINCAMPOIX;VU;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.860386, 2.349935
2012-01-11;03:50;75;104;QUAI DE GESVRES;75104;1_75104_7165;;QUAI DE L HOTEL DE VILLE;PONT D ARCOLE;Scoo50-125;A;;;;;Cond;BH;A;;;;;;;;;;48.856671, 2.349171
2012-02-08;08:10;75;104;76, RUE DE RIVOLI;75104;1_75104_7231;;RUE DE RIVOLI;RUE DE LA COUTELLERIE;VL;A;;;;;Piéto;BH;A;Cond;Indem;A;;;;;;;48.857766, 2.350961
2013-07-14;02:50;75;104;74, RUE DE RIVOLI;75104;1_75104_7231;;RUE DE RIVOLI;RUE DU RENARD;Bicy;A;Bicy;Z;;;Cond;BL;A;;;;;;;;;;48.8576, 2.351316
2012-12-24;12:30;75;104;6, RUE DU RENARD;75104;1_75104_7283;;RUE DU RENARD;RUE DE LA VERRERIE;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.858105, 2.351944
2012-03-02;13:15;75;104;19, RUE DU RENARD;75104;1_75104_7311;;RUE DU RENARD;RUE DU CLOITRE SAINT MERRI;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.858893, 2.352051
2013-10-02;05:00;75;104;RUE DU RENARD;75104;1_75104_7326;;RUE DU RENARD;SOUTERRAIN BERGER EST;VL;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.858781, 2.352166
2013-05-01;05:40;75;104;RUE DE LOBAU;75104;1_75104_7400;;RUE DE LOBAU;QUAI DE L HOTEL DE VILLE;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.856285, 2.353367
2013-07-02;12:45;75;104;QUAI DE L HOTEL DE VILLE;75104;1_75104_7400;;QUAI DE L HOTEL DE VILLE;RUE DE LOBAU;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.854797, 2.354229
2012-02-23;16:57;75;104;50, RUE DE RIVOLI;75104;1_75104_7508;;RUE DE RIVOLI;RUE DES ARCHIVES;Bus;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.856978, 2.354171
2012-12-04;17:25;75;104;33, RUE DE LA VERRERIE;75104;1_75104_7549;;RUE DE LA VERRERIE;RUE DES ARCHIVES;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.857989, 2.352925
2012-01-19;01:30;75;104;QUAI DE L HOTEL DE VILLE;75104;1_75104_7619;;QUAI DE L HOTEL DE VILLE;PONT LOUIS PHILIPPE;Scoo50-125;A;;;;;Cond;BH;A;;;;;;;;;;48.854797, 2.354229
2012-10-24;16:40;75;104;RUE DU PONT LOUIS PHILIP;75104;1_75104_7635;;RUE DU PONT LOUIS PHILIPPE;RUE DE L HOTEL DE VILLE;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.855292, 2.355842
2013-04-02;11:25;75;104;29, RUE DES ARCHIVES;75104;1_75104_7743;;RUE DES ARCHIVES;RUE DES BLANCS MANTEAUX;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.859155, 2.355789
2012-01-18;12:00;75;104;16, RUE DES DEUX PONTS;75104;1_75104_7784;;RUE DES DEUX PONTS;RUE SAINT LOUIS EN L ILE;VU;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.85204, 2.356799
2012-07-15;15:00;75;104;38, RUE DE RIVOLI;75104;1_75104_7793;;RUE DE RIVOLI;RUE VIEILLE DU TEMPLE;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.85643, 2.356472
2012-07-20;18:05;75;104;38, RUE DE RIVOLI;75104;1_75104_7793;;RUE DE RIVOLI;RUE VIEILLE DU TEMPLE;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.85643, 2.356472
2012-09-20;18:30;75;104;20, RUE DES DEUX PONTS;75104;1_75104_7841;;RUE DES DEUX PONTS;QUAI D ANJOU;Moto>125;A;;;;;Cond;BH;A;Piéto;BH;A;;;;;;;48.852272, 2.357036
2013-11-21;19:50;75;104;21, RUE DE RIVOLI;75104;1_75104_7847;;RUE DE RIVOLI;RUE CLOCHE PERCE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.856024, 2.357216
2012-02-24;15:35;75;104;28, RUE DE RIVOLI;75104;1_75104_7906;;RUE DE RIVOLI;RUE TIRON;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.85611, 2.357814
2012-11-25;22:45;75;104;24, QUAI DES CELESTINS;75104;1_75104_8141;;QUAI DES CELESTINS;RUE SAINT PAUL;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.852546, 2.360258
2012-09-14;10:50;75;104;08, RUE DE RIVOLI;75104;1_75104_8190;;RUE DE RIVOLI;RUE MALHER;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.856673, 2.355249
2013-07-18;22:59;75;104;RUE MALHER;75104;1_75104_8208;;RUE MALHER;RUE DES ROSIERS;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.856027, 2.361301
2013-06-17;14:25;75;107;21, AVENUE DUQUESNE;75107;1_75107_3230;;AVENUE DUQUESNE;AVENUE DE SEGUR;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.851527, 2.310457
2012-09-11;11:05;75;107;41, QUAI D ORSAY;75107;1_75107_3272;;QUAI D ORSAY;PONT DES INVALIDES;Car;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862355, 2.311035
2013-04-11;17:10;75;107;01, PLACE EL SALVADOR;75107;1_75107_3360;;PLACE EL SALVADOR;AVENUE DUQUESNE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.850574, 2.311722
2012-04-14;00:30;75;107;PORT DES INVALIDES;75107;1_75107_3365;;PORT DES INVALIDES;SOUTERRAIN ALEXANDRE III;Scoo<=50;A;;;;;Cond;BH;A;;;;;;;;;;48.85191, 2.314929
2012-02-10;12:10;75;107;39, AVENUE DE BRETEUIL;75107;1_75107_3385;;AVENUE DE BRETEUIL;RUE EBLE;Scoo50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.848974, 2.31232
2012-03-15;23:00;75;107;1, PLACE VAUBAN;75107;1_75107_3446;;PLACE VAUBAN;AVENUE DE VILLARS;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.853503, 2.313611
2013-09-10;16:15;75;107;RUE SAINT DOMINIQUE;75107;1_75107_3452;;RUE SAINT DOMINIQUE;AVENUE DU MARECHAL GALLIENI;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859225, 2.309517
2012-03-16;09:05;75;107;RUE DE L UNIVERSITE;75107;1_75107_3456;;RUE DE L UNIVERSITE;AVENUE DU MARECHAL GALLIENI;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859813, 2.31349
2013-03-01;06:35;75;107;AVENUE DU MARECHAL GALLI;75107;1_75107_3456;;AVENUE DU MARECHAL GALLIENI;RUE DE L UNIVERSITE;VU;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.858472, 2.298278
2013-07-18;19:50;75;107;AVENUE DU MARECHAL GALLI;75107;1_75107_3456;;AVENUE DU MARECHAL GALLIENI;RUE DE L UNIVERSITE;Scoo50-125;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.858472, 2.298278
2012-01-25;10:30;75;107;PLACE VAUBAN;75107;1_75107_3468;;PLACE VAUBAN;AVENUE DE TOURVILLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.853328, 2.311941
2012-06-03;12:05;75;107;39, QUAI D ORSAY;75107;1_75107_3472;;QUAI D ORSAY;AVENUE DU MARECHAL GALLIENI;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862364, 2.311391
2012-04-19;09:45;75;107;QUAI D ORSAY;75107;1_75107_3472;;QUAI D ORSAY;AVENUE DU MARECHAL GALLIENI;Cyclo;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.862316, 2.307438
2013-06-04;02:55;75;107;QUAI D ORSAY;75107;1_75107_3472;;QUAI D ORSAY;AVENUE DU MARECHAL GALLIENI;Cyclo;A;VL;B;;;Cond;BH;A;Pass;BL;A;Cond;Indem;B;;;;48.862316, 2.307438
2013-05-30;00:01;75;107;QUAI D ORSAY;75107;1_75107_3472;;QUAI D ORSAY;AVENUE DU MARECHAL GALLIENI;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862316, 2.307438
2013-11-28;00:01;75;107;QUAI D ORSAY;75107;1_75107_3472;;QUAI D ORSAY;AVENUE DU MARECHAL GALLIENI;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862316, 2.307438
2012-06-10;18:45;75;107;36, BOULEVARD DES INVALI;75107;1_75107_3527;;BOULEVARD DES INVALIDES;AVENUE DE VILLARS;Scoo<=50;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.850177, 2.314438
2012-09-21;11:00;75;107;11, RUE DE CONSTANTINE;75107;1_75107_3564;;RUE DE CONSTANTINE;RUE SAINT DOMINIQUE;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.860074, 2.31499
2012-09-23;16:50;75;107;37, QUAI D ORSAY;75107;1_75107_3592;;QUAI D ORSAY;RUE ROBERT ESNAULT PELTERIE;Scoo<=50;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.862721, 2.315837
2013-04-13;00:15;75;107;QUAI D ORSAY;75107;1_75107_3592;;QUAI D ORSAY;RUE ROBERT ESNAULT PELTERIE;VL;A;VL;B;VL;C;Cond;BL;A;Cond;BL;B;Cond;Indem;C;;;;48.862316, 2.307438
2012-10-27;18:30;75;107;88, RUE DE SEVRES;75107;1_75107_3598;;RUE DE SEVRES;RUE MAURICE DE LA SIZERANNE;VL;A;Scoo50-125;B;;;Cond;BL;B;Pass;BL;B;Cond;Indem;A;;;;48.847128, 2.317167
2012-07-20;15:15;75;107;BOULEVARD DES INVALIDES;75107;1_75107_3681;;BOULEVARD DES INVALIDES;RUE DE SEVRES;VL;A;VL;B;Bicy;C;Cond;Indem;A;Cond;Indem;B;Cond;BL;C;;;;48.85191, 2.314929
2012-03-10;19:00;75;107;56, BOULEVARD DES INVALI;75107;1_75107_3681;;BOULEVARD DES INVALIDES;PLACE LEON PAUL FARGUE;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.847466, 2.315929
2013-09-30;10:15;75;107;103 BIS, RUE DE GRENELLE;75107;1_75107_3857;;RUE DE GRENELLE;RUE CASIMIR PERIER;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.85721, 2.31858
2012-01-17;20:00;75;107;33, QUAI D ORSAY;75107;1_75107_3883;;QUAI D ORSAY;PONT DE LA CONCORDE;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.862854, 2.317843
2013-03-28;11:35;75;107;33, QUAI D ORSAY;75107;1_75107_3883;;QUAI D ORSAY;PONT DE LA CONCORDE;VU;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862854, 2.317843
2013-12-24;01:50;75;107;1, QUAI D ORSAY;75107;1_75107_3883;;QUAI D ORSAY;PONT DE LA CONCORDE;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.862316, 2.307438
2012-01-27;12:10;75;107;10, RUE ARISTIDE BRIAND;75107;1_75107_3912;;RUE ARISTIDE BRIAND;RUE DE LILLE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.861439, 2.319234
2013-09-22;04:55;75;107;288, BOULEVARD SAINT GER;75107;1_75107_3935;;BOULEVARD SAINT GERMAIN;RUE ARISTIDE BRIAND;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.86205, 2.320042
2012-09-28;15:25;75;107;258, BOULEVARD SAINT GER;75107;1_75107_4214;;BOULEVARD SAINT GERMAIN;RUE DE BELLECHASSE;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.858804, 2.323105
2013-01-14;18:45;75;107;38, RUE DE SEVRES;75107;1_75107_4225;;RUE DE SEVRES;RUE DE L ABBE GREGOIRE;Moto>125;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.849891, 2.323322
2012-06-21;10:20;75;107;RUE DE LILLE;75107;1_75107_4259;;RUE DE LILLE;RUE DE SOLFERINO;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.859311, 2.327016
2012-07-28;23:25;75;107;RUE DE L UNIVERSITE;75107;1_75107_4278;;RUE DE L UNIVERSITE;RUE DE BELLECHASSE;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;Pass;BL;B;;;;48.859813, 2.31349
2012-01-07;06:30;75;107;215, BOULEVARD SAINT GER;75107;1_75107_4360;;BOULEVARD SAINT GERMAIN;RUE DE SAINT SIMON;VL;A;;;;;Cond;BH;A;Pass;BL;A;Pass;BL;A;Pass;BL;A;48.857049, 2.324438
2013-12-28;16:55;75;107;RUE DE VARENNE;75107;1_75107_4465;;RUE DE VARENNE;RUE DE LA PLANCHE;Cyclo;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.854572, 2.321529
